text_cleaned,text_tokens,text_stemmed,text_lemmatized,text_removal
lagian mau itu hacker bjorku kek apa kek knpa tiba2 ada berita di tangkep wkwkwkw sblm bjorku judol udh ada duluan kocak judol banyak bngt bjorku cuma 1 polisi ngapain si bikin malu diri sendiri mulu,"['lagian', 'mau', 'itu', 'hacker', 'bjorku', 'kek', 'apa', 'kek', 'knpa', 'tiba2', 'ada', 'berita', 'di', 'tangkep', 'wkwkwkw', 'sblm', 'bjorku', 'judol', 'udh', 'ada', 'duluan', 'kocak', 'judol', 'banyak', 'bngt', 'bjorku', 'cuma', '1', 'polisi', 'ngapain', 'si', 'bikin', 'malu', 'diri', 'sendiri', 'mulu']","['lagian', 'mau', 'itu', 'hacker', 'bjorku', 'kek', 'apa', 'kek', 'knpa', 'tiba2', 'ada', 'berita', 'di', 'tangkep', 'wkwkwkw', 'sblm', 'bjorku', 'judol', 'udh', 'ada', 'duluan', 'kocak', 'judol', 'banyak', 'bngt', 'bjorku', 'cuma', '1', 'polisi', 'ngapain', 'si', 'bikin', 'malu', 'diri', 'sendiri', 'mulu']","['lagian', 'mau', 'itu', 'hacker', 'bjorku', 'kek', 'apa', 'kek', 'knpa', 'tiba2', 'ada', 'berita', 'di', 'tangkep', 'wkwkwkw', 'sblm', 'bjorku', 'judol', 'udh', 'ada', 'duluan', 'kocak', 'judol', 'banyak', 'bngt', 'bjorku', 'cuma', '1', 'polisi', 'ngapain', 'si', 'bikin', 'malu', 'diri', 'sendiri', 'mulu']","['hacker', 'bjorku', 'kek', 'kek', 'knpa', 'tiba2', 'berita', 'tangkep', 'wkwkwkw', 'sblm', 'bjorku', 'judol', 'udh', 'duluan', 'kocak', 'judol', 'bngt', 'bjorku', '1', 'polisi', 'ngapain', 'si', 'bikin', 'malu', 'mulu']"
wkwk bjorka dah nonton aja nih podcast nya om det,"['wkwk', 'bjorka', 'dah', 'nonton', 'aja', 'nih', 'podcast', 'nya', 'om', 'det']","['wkwk', 'bjorka', 'dah', 'nonton', 'aja', 'nih', 'podcast', 'nya', 'om', 'det']","['wkwk', 'bjorka', 'dah', 'nonton', 'aja', 'nih', 'podcast', 'nya', 'om', 'det']","['wkwk', 'bjorka', 'dah', 'nonton', 'aja', 'nih', 'podcast', 'nya', 'om', 'det']"
bjorka stunting wkwkwkkw,"['bjorka', 'stunting', 'wkwkwkkw']","['bjorka', 'stunt', 'wkwkwkkw']","['bjorka', 'stunt', 'wkwkwkkw']","['bjorka', 'stunt', 'wkwkwkkw']"
hacker itu punya hati yg ga ngerugiinngejual data orang miskinorang baik lebih jahat koruptor sih justru hacker malah ngebongkar orang orang jahatbusuk menurut gw yeee,"['hacker', 'itu', 'punya', 'hati', 'yg', 'ga', 'ngerugiinngejual', 'data', 'orang', 'miskinorang', 'baik', 'lebih', 'jahat', 'koruptor', 'sih', 'justru', 'hacker', 'malah', 'ngebongkar', 'orang', 'orang', 'jahatbusuk', 'menurut', 'gw', 'yeee']","['hacker', 'itu', 'punya', 'hati', 'yg', 'ga', 'ngerugiinngeju', 'data', 'orang', 'miskinorang', 'baik', 'lebih', 'jahat', 'koruptor', 'sih', 'justru', 'hacker', 'malah', 'ngebongkar', 'orang', 'orang', 'jahatbusuk', 'menurut', 'gw', 'yeee']","['hacker', 'itu', 'punya', 'hati', 'yg', 'ga', 'ngerugiinngeju', 'data', 'orang', 'miskinorang', 'baik', 'lebih', 'jahat', 'koruptor', 'sih', 'justru', 'hacker', 'malah', 'ngebongkar', 'orang', 'orang', 'jahatbusuk', 'menurut', 'gw', 'yeee']","['hacker', 'hati', 'yg', 'ga', 'ngerugiinngeju', 'data', 'orang', 'miskinorang', 'jahat', 'koruptor', 'sih', 'hacker', 'ngebongkar', 'orang', 'orang', 'jahatbusuk', 'gw', 'yeee']"
duit rakyat buat beli robot sama mobilmobilan dasar masa kecil kurang bahagia,"['duit', 'rakyat', 'buat', 'beli', 'robot', 'sama', 'mobilmobilan', 'dasar', 'masa', 'kecil', 'kurang', 'bahagia']","['duit', 'rakyat', 'buat', 'beli', 'robot', 'sama', 'mobilmobilan', 'dasar', 'masa', 'kecil', 'kurang', 'bahagia']","['duit', 'rakyat', 'buat', 'beli', 'robot', 'sama', 'mobilmobilan', 'dasar', 'masa', 'kecil', 'kurang', 'bahagia']","['duit', 'rakyat', 'beli', 'robot', 'mobilmobilan', 'dasar', 'bahagia']"
undang putra aji dong om seru tuh sma mas ini barengin,"['undang', 'putra', 'aji', 'dong', 'om', 'seru', 'tuh', 'sma', 'mas', 'ini', 'barengin']","['undang', 'putra', 'aji', 'dong', 'om', 'seru', 'tuh', 'sma', 'ma', 'ini', 'barengin']","['undang', 'putra', 'aji', 'dong', 'om', 'seru', 'tuh', 'sma', 'ma', 'ini', 'barengin']","['undang', 'putra', 'aji', 'om', 'seru', 'tuh', 'sma', 'ma', 'barengin']"
salah tangkap ya ga lah emg begitu kerjanya,"['salah', 'tangkap', 'ya', 'ga', 'lah', 'emg', 'begitu', 'kerjanya']","['salah', 'tangkap', 'ya', 'ga', 'lah', 'emg', 'begitu', 'kerjanya']","['salah', 'tangkap', 'ya', 'ga', 'lah', 'emg', 'begitu', 'kerjanya']","['salah', 'tangkap', 'ya', 'ga', 'emg', 'kerjanya']"
ladusing terlalu goblok cari masalah sama hacker auto panik seumur hidup,"['ladusing', 'terlalu', 'goblok', 'cari', 'masalah', 'sama', 'hacker', 'auto', 'panik', 'seumur', 'hidup']","['ladus', 'terlalu', 'goblok', 'cari', 'masalah', 'sama', 'hacker', 'auto', 'panik', 'seumur', 'hidup']","['ladus', 'terlalu', 'goblok', 'cari', 'masalah', 'sama', 'hacker', 'auto', 'panik', 'seumur', 'hidup']","['ladus', 'goblok', 'cari', 'hacker', 'auto', 'panik', 'seumur', 'hidup']"
lucu bgt kepolisian indo,"['lucu', 'bgt', 'kepolisian', 'indo']","['lucu', 'bgt', 'kepolisian', 'indo']","['lucu', 'bgt', 'kepolisian', 'indo']","['lucu', 'bgt', 'kepolisian', 'indo']"
yg gampang aja ga ketangkep apa lagi bjorka,"['yg', 'gampang', 'aja', 'ga', 'ketangkep', 'apa', 'lagi', 'bjorka']","['yg', 'gampang', 'aja', 'ga', 'ketangkep', 'apa', 'lagi', 'bjorka']","['yg', 'gampang', 'aja', 'ga', 'ketangkep', 'apa', 'lagi', 'bjorka']","['yg', 'gampang', 'aja', 'ga', 'ketangkep', 'bjorka']"
retas semua rekening polisi bang,"['retas', 'semua', 'rekening', 'polisi', 'bang']","['reta', 'semua', 'reken', 'polisi', 'bang']","['reta', 'semua', 'reken', 'polisi', 'bang']","['reta', 'reken', 'polisi', 'bang']"
wahh suhu teguh aprianto respect king,"['wahh', 'suhu', 'teguh', 'aprianto', 'respect', 'king']","['wahh', 'suhu', 'teguh', 'aprianto', 'respect', 'king']","['wahh', 'suhu', 'teguh', 'aprianto', 'respect', 'king']","['wahh', 'suhu', 'teguh', 'aprianto', 'respect', 'king']"
bjorka itu keknya bukan 1 orang tapi group atau tim kayaknyaa,"['bjorka', 'itu', 'keknya', 'bukan', '1', 'orang', 'tapi', 'group', 'atau', 'tim', 'kayaknyaa']","['bjorka', 'itu', 'keknya', 'bukan', '1', 'orang', 'tapi', 'group', 'atau', 'tim', 'kayaknyaa']","['bjorka', 'itu', 'keknya', 'bukan', '1', 'orang', 'tapi', 'group', 'atau', 'tim', 'kayaknyaa']","['bjorka', 'keknya', '1', 'orang', 'group', 'tim', 'kayaknyaa']"
retas semua rekening polisi bang,"['retas', 'semua', 'rekening', 'polisi', 'bang']","['reta', 'semua', 'reken', 'polisi', 'bang']","['reta', 'semua', 'reken', 'polisi', 'bang']","['reta', 'reken', 'polisi', 'bang']"
wkwkwk,['wkwkwk'],['wkwkwk'],['wkwkwk'],['wkwkwk']
1747 saya suka ini,"['1747', 'saya', 'suka', 'ini']","['1747', 'saya', 'suka', 'ini']","['1747', 'saya', 'suka', 'ini']","['1747', 'suka']"
teknologi emang ga ada yang aman buat cari celah sesimpel lu ngedork di google lu udah mencoba cari celah keamanan website,"['teknologi', 'emang', 'ga', 'ada', 'yang', 'aman', 'buat', 'cari', 'celah', 'sesimpel', 'lu', 'ngedork', 'di', 'google', 'lu', 'udah', 'mencoba', 'cari', 'celah', 'keamanan', 'website']","['teknolog', 'emang', 'ga', 'ada', 'yang', 'aman', 'buat', 'cari', 'celah', 'sesimpel', 'lu', 'ngedork', 'di', 'googl', 'lu', 'udah', 'mencoba', 'cari', 'celah', 'keamanan', 'websit']","['teknolog', 'emang', 'ga', 'ada', 'yang', 'aman', 'buat', 'cari', 'celah', 'sesimpel', 'lu', 'ngedork', 'di', 'googl', 'lu', 'udah', 'mencoba', 'cari', 'celah', 'keamanan', 'websit']","['teknolog', 'emang', 'ga', 'aman', 'cari', 'celah', 'sesimpel', 'lu', 'ngedork', 'googl', 'lu', 'udah', 'mencoba', 'cari', 'celah', 'keamanan', 'websit']"
kocak,['kocak'],['kocak'],['kocak'],['kocak']
kasian kali lah anak yg di tangkap salah tangkap itu waktu terbuang dan belum tentu bisa makan enak belum lagi di paksa untuk mengaku yg di tuduhkan dan mungkin kena kekerasan parah memang polisi sempak ini,"['kasian', 'kali', 'lah', 'anak', 'yg', 'di', 'tangkap', 'salah', 'tangkap', 'itu', 'waktu', 'terbuang', 'dan', 'belum', 'tentu', 'bisa', 'makan', 'enak', 'belum', 'lagi', 'di', 'paksa', 'untuk', 'mengaku', 'yg', 'di', 'tuduhkan', 'dan', 'mungkin', 'kena', 'kekerasan', 'parah', 'memang', 'polisi', 'sempak', 'ini']","['kasian', 'kali', 'lah', 'anak', 'yg', 'di', 'tangkap', 'salah', 'tangkap', 'itu', 'waktu', 'terbuang', 'dan', 'belum', 'tentu', 'bisa', 'makan', 'enak', 'belum', 'lagi', 'di', 'paksa', 'untuk', 'mengaku', 'yg', 'di', 'tuduhkan', 'dan', 'mungkin', 'kena', 'kekerasan', 'parah', 'memang', 'polisi', 'sempak', 'ini']","['kasian', 'kali', 'lah', 'anak', 'yg', 'di', 'tangkap', 'salah', 'tangkap', 'itu', 'waktu', 'terbuang', 'dan', 'belum', 'tentu', 'bisa', 'makan', 'enak', 'belum', 'lagi', 'di', 'paksa', 'untuk', 'mengaku', 'yg', 'di', 'tuduhkan', 'dan', 'mungkin', 'kena', 'kekerasan', 'parah', 'memang', 'polisi', 'sempak', 'ini']","['kasian', 'kali', 'anak', 'yg', 'tangkap', 'salah', 'tangkap', 'terbuang', 'makan', 'enak', 'paksa', 'mengaku', 'yg', 'tuduhkan', 'kena', 'kekerasan', 'parah', 'polisi', 'sempak']"
ini orang siapa sih kaga kenal gua mah dah,"['ini', 'orang', 'siapa', 'sih', 'kaga', 'kenal', 'gua', 'mah', 'dah']","['ini', 'orang', 'siapa', 'sih', 'kaga', 'kenal', 'gua', 'mah', 'dah']","['ini', 'orang', 'siapa', 'sih', 'kaga', 'kenal', 'gua', 'mah', 'dah']","['orang', 'sih', 'kaga', 'kenal', 'gua', 'mah', 'dah']"
suaranya kaya kenal kaya tamu bulan kemarin ya om,"['suaranya', 'kaya', 'kenal', 'kaya', 'tamu', 'bulan', 'kemarin', 'ya', 'om']","['suaranya', 'kaya', 'kenal', 'kaya', 'tamu', 'bulan', 'kemarin', 'ya', 'om']","['suaranya', 'kaya', 'kenal', 'kaya', 'tamu', 'bulan', 'kemarin', 'ya', 'om']","['suaranya', 'kaya', 'kenal', 'kaya', 'tamu', 'kemarin', 'ya', 'om']"
gk ada hukuman bagi yg membuat kesalahan di pemierintah,"['gk', 'ada', 'hukuman', 'bagi', 'yg', 'membuat', 'kesalahan', 'di', 'pemierintah']","['gk', 'ada', 'hukuman', 'bagi', 'yg', 'membuat', 'kesalahan', 'di', 'pemierintah']","['gk', 'ada', 'hukuman', 'bagi', 'yg', 'membuat', 'kesalahan', 'di', 'pemierintah']","['gk', 'hukuman', 'yg', 'kesalahan', 'pemierintah']"
yg diundang hacker lsm eeeekk,"['yg', 'diundang', 'hacker', 'lsm', 'eeeekk']","['yg', 'diundang', 'hacker', 'lsm', 'eeeekk']","['yg', 'diundang', 'hacker', 'lsm', 'eeeekk']","['yg', 'diundang', 'hacker', 'lsm', 'eeeekk']"
bagaimana dengan nasib orang yang di tangkap apakah ada yang bertanggung jawab atau oknum berwajib hanya bisa menjawab tanpa tanggungan,"['bagaimana', 'dengan', 'nasib', 'orang', 'yang', 'di', 'tangkap', 'apakah', 'ada', 'yang', 'bertanggung', 'jawab', 'atau', 'oknum', 'berwajib', 'hanya', 'bisa', 'menjawab', 'tanpa', 'tanggungan']","['bagaimana', 'dengan', 'nasib', 'orang', 'yang', 'di', 'tangkap', 'apakah', 'ada', 'yang', 'bertanggung', 'jawab', 'atau', 'oknum', 'berwajib', 'hanya', 'bisa', 'menjawab', 'tanpa', 'tanggungan']","['bagaimana', 'dengan', 'nasib', 'orang', 'yang', 'di', 'tangkap', 'apakah', 'ada', 'yang', 'bertanggung', 'jawab', 'atau', 'oknum', 'berwajib', 'hanya', 'bisa', 'menjawab', 'tanpa', 'tanggungan']","['nasib', 'orang', 'tangkap', 'bertanggung', 'oknum', 'berwajib', 'tanggungan']"
malu banget ga sih up biar tranding,"['malu', 'banget', 'ga', 'sih', 'up', 'biar', 'tranding']","['malu', 'banget', 'ga', 'sih', 'up', 'biar', 'trand']","['malu', 'banget', 'ga', 'sih', 'up', 'biar', 'trand']","['malu', 'banget', 'ga', 'sih', 'up', 'biar', 'trand']"
ha ha gw tau lg siapa dia buka kelas di skool yg dr canada ak aja bikin,"['ha', 'ha', 'gw', 'tau', 'lg', 'siapa', 'dia', 'buka', 'kelas', 'di', 'skool', 'yg', 'dr', 'canada', 'ak', 'aja', 'bikin']","['ha', 'ha', 'gw', 'tau', 'lg', 'siapa', 'dia', 'buka', 'kela', 'di', 'skool', 'yg', 'dr', 'canada', 'ak', 'aja', 'bikin']","['ha', 'ha', 'gw', 'tau', 'lg', 'siapa', 'dia', 'buka', 'kela', 'di', 'skool', 'yg', 'dr', 'canada', 'ak', 'aja', 'bikin']","['ha', 'ha', 'gw', 'tau', 'lg', 'buka', 'kela', 'skool', 'yg', 'dr', 'canada', 'ak', 'aja', 'bikin']"
om teguh gak ada niat buat bantu pemilu pake teknologi blockchain,"['om', 'teguh', 'gak', 'ada', 'niat', 'buat', 'bantu', 'pemilu', 'pake', 'teknologi', 'blockchain']","['om', 'teguh', 'gak', 'ada', 'niat', 'buat', 'bantu', 'pemilu', 'pake', 'teknolog', 'blockchain']","['om', 'teguh', 'gak', 'ada', 'niat', 'buat', 'bantu', 'pemilu', 'pake', 'teknolog', 'blockchain']","['om', 'teguh', 'gak', 'niat', 'bantu', 'pemilu', 'pake', 'teknolog', 'blockchain']"
5451 ehhh busyet seorang deddy corbuzier pura² gk tau apa gimane masa wa mod aja gk tau gw yg masyarakat awam aja pernah pakek 8 tahun yg lalu alasan gw gk pakek lagi khawatir data gw dihack ama yg punya apk wa mod,"['5451', 'ehhh', 'busyet', 'seorang', 'deddy', 'corbuzier', 'pura²', 'gk', 'tau', 'apa', 'gimane', 'masa', 'wa', 'mod', 'aja', 'gk', 'tau', 'gw', 'yg', 'masyarakat', 'awam', 'aja', 'pernah', 'pakek', '8', 'tahun', 'yg', 'lalu', 'alasan', 'gw', 'gk', 'pakek', 'lagi', 'khawatir', 'data', 'gw', 'dihack', 'ama', 'yg', 'punya', 'apk', 'wa', 'mod']","['5451', 'ehhh', 'busyet', 'seorang', 'deddi', 'corbuzi', 'pura²', 'gk', 'tau', 'apa', 'giman', 'masa', 'wa', 'mod', 'aja', 'gk', 'tau', 'gw', 'yg', 'masyarakat', 'awam', 'aja', 'pernah', 'pakek', '8', 'tahun', 'yg', 'lalu', 'alasan', 'gw', 'gk', 'pakek', 'lagi', 'khawatir', 'data', 'gw', 'dihack', 'ama', 'yg', 'punya', 'apk', 'wa', 'mod']","['5451', 'ehhh', 'busyet', 'seorang', 'deddi', 'corbuzi', 'pura²', 'gk', 'tau', 'apa', 'giman', 'masa', 'wa', 'mod', 'aja', 'gk', 'tau', 'gw', 'yg', 'masyarakat', 'awam', 'aja', 'pernah', 'pakek', '8', 'tahun', 'yg', 'lalu', 'alasan', 'gw', 'gk', 'pakek', 'lagi', 'khawatir', 'data', 'gw', 'dihack', 'ama', 'yg', 'punya', 'apk', 'wa', 'mod']","['5451', 'ehhh', 'busyet', 'deddi', 'corbuzi', 'pura²', 'gk', 'tau', 'giman', 'wa', 'mod', 'aja', 'gk', 'tau', 'gw', 'yg', 'masyarakat', 'awam', 'aja', 'pakek', '8', 'yg', 'alasan', 'gw', 'gk', 'pakek', 'khawatir', 'data', 'gw', 'dihack', 'ama', 'yg', 'apk', 'wa', 'mod']"
kualitas polisi indonesia,"['kualitas', 'polisi', 'indonesia']","['kualita', 'polisi', 'indonesia']","['kualita', 'polisi', 'indonesia']","['kualita', 'polisi', 'indonesia']"
tadi gw nemu komen yg intinya gini beberapa oknum yg kerjanya patroli cuma foto2 doang trus ada yg balas kerja kok mereka patroli malamnya ke tempat yg jual mras karaoke club dll sambil salaman kenapa gak ditindak menurut gw dari pov yg tersebut bakal jawab gimana gw nindak ini kan lahan bos gw mending nyelam minum air lah hahahaha works ga gimana menurutmu,"['tadi', 'gw', 'nemu', 'komen', 'yg', 'intinya', 'gini', 'beberapa', 'oknum', 'yg', 'kerjanya', 'patroli', 'cuma', 'foto2', 'doang', 'trus', 'ada', 'yg', 'balas', 'kerja', 'kok', 'mereka', 'patroli', 'malamnya', 'ke', 'tempat', 'yg', 'jual', 'mras', 'karaoke', 'club', 'dll', 'sambil', 'salaman', 'kenapa', 'gak', 'ditindak', 'menurut', 'gw', 'dari', 'pov', 'yg', 'tersebut', 'bakal', 'jawab', 'gimana', 'gw', 'nindak', 'ini', 'kan', 'lahan', 'bos', 'gw', 'mending', 'nyelam', 'minum', 'air', 'lah', 'hahahaha', 'works', 'ga', 'gimana', 'menurutmu']","['tadi', 'gw', 'nemu', 'komen', 'yg', 'intinya', 'gini', 'beberapa', 'oknum', 'yg', 'kerjanya', 'patroli', 'cuma', 'foto2', 'doang', 'tru', 'ada', 'yg', 'bala', 'kerja', 'kok', 'mereka', 'patroli', 'malamnya', 'ke', 'tempat', 'yg', 'jual', 'mra', 'karaok', 'club', 'dll', 'sambil', 'salaman', 'kenapa', 'gak', 'ditindak', 'menurut', 'gw', 'dari', 'pov', 'yg', 'tersebut', 'bakal', 'jawab', 'gimana', 'gw', 'nindak', 'ini', 'kan', 'lahan', 'bo', 'gw', 'mend', 'nyelam', 'minum', 'air', 'lah', 'hahahaha', 'work', 'ga', 'gimana', 'menurutmu']","['tadi', 'gw', 'nemu', 'komen', 'yg', 'intinya', 'gini', 'beberapa', 'oknum', 'yg', 'kerjanya', 'patroli', 'cuma', 'foto2', 'doang', 'tru', 'ada', 'yg', 'bala', 'kerja', 'kok', 'mereka', 'patroli', 'malamnya', 'ke', 'tempat', 'yg', 'jual', 'mra', 'karaok', 'club', 'dll', 'sambil', 'salaman', 'kenapa', 'gak', 'ditindak', 'menurut', 'gw', 'dari', 'pov', 'yg', 'tersebut', 'bakal', 'jawab', 'gimana', 'gw', 'nindak', 'ini', 'kan', 'lahan', 'bo', 'gw', 'mend', 'nyelam', 'minum', 'air', 'lah', 'hahahaha', 'work', 'ga', 'gimana', 'menurutmu']","['gw', 'nemu', 'komen', 'yg', 'intinya', 'gini', 'oknum', 'yg', 'kerjanya', 'patroli', 'foto2', 'doang', 'tru', 'yg', 'bala', 'kerja', 'patroli', 'malamnya', 'yg', 'jual', 'mra', 'karaok', 'club', 'dll', 'salaman', 'gak', 'ditindak', 'gw', 'pov', 'yg', 'gimana', 'gw', 'nindak', 'lahan', 'bo', 'gw', 'mend', 'nyelam', 'minum', 'air', 'hahahaha', 'work', 'ga', 'gimana', 'menurutmu']"
satu jam sepuluh detik saya sangat setuju dengan kata2 tersebut dan juga sangat bermakna,"['satu', 'jam', 'sepuluh', 'detik', 'saya', 'sangat', 'setuju', 'dengan', 'kata2', 'tersebut', 'dan', 'juga', 'sangat', 'bermakna']","['satu', 'jam', 'sepuluh', 'detik', 'saya', 'sangat', 'setuju', 'dengan', 'kata2', 'tersebut', 'dan', 'juga', 'sangat', 'bermakna']","['satu', 'jam', 'sepuluh', 'detik', 'saya', 'sangat', 'setuju', 'dengan', 'kata2', 'tersebut', 'dan', 'juga', 'sangat', 'bermakna']","['jam', 'sepuluh', 'detik', 'setuju', 'kata2', 'bermakna']"
katanya anak sgb,"['katanya', 'anak', 'sgb']","['katanya', 'anak', 'sgb']","['katanya', 'anak', 'sgb']","['anak', 'sgb']"
itu abangnya aman gak nanti di tangkap sama bajingan seragam coklat juga dia,"['itu', 'abangnya', 'aman', 'gak', 'nanti', 'di', 'tangkap', 'sama', 'bajingan', 'seragam', 'coklat', 'juga', 'dia']","['itu', 'abangnya', 'aman', 'gak', 'nanti', 'di', 'tangkap', 'sama', 'bajingan', 'seragam', 'coklat', 'juga', 'dia']","['itu', 'abangnya', 'aman', 'gak', 'nanti', 'di', 'tangkap', 'sama', 'bajingan', 'seragam', 'coklat', 'juga', 'dia']","['abangnya', 'aman', 'gak', 'tangkap', 'bajingan', 'seragam', 'coklat']"
kalo polisi tangkap bjoko bisa gk coy,"['kalo', 'polisi', 'tangkap', 'bjoko', 'bisa', 'gk', 'coy']","['kalo', 'polisi', 'tangkap', 'bjoko', 'bisa', 'gk', 'coy']","['kalo', 'polisi', 'tangkap', 'bjoko', 'bisa', 'gk', 'coy']","['kalo', 'polisi', 'tangkap', 'bjoko', 'gk', 'coy']"
ko jadi kurusan yah narasumber ini apa cuma gw doang yang merasa,"['ko', 'jadi', 'kurusan', 'yah', 'narasumber', 'ini', 'apa', 'cuma', 'gw', 'doang', 'yang', 'merasa']","['ko', 'jadi', 'kurusan', 'yah', 'narasumb', 'ini', 'apa', 'cuma', 'gw', 'doang', 'yang', 'merasa']","['ko', 'jadi', 'kurusan', 'yah', 'narasumb', 'ini', 'apa', 'cuma', 'gw', 'doang', 'yang', 'merasa']","['ko', 'kurusan', 'yah', 'narasumb', 'gw', 'doang']"
tp yg dukung byorka bukan hacker sj sii masyarakat jg cenderung semuanya pendukung byorka,"['tp', 'yg', 'dukung', 'byorka', 'bukan', 'hacker', 'sj', 'sii', 'masyarakat', 'jg', 'cenderung', 'semuanya', 'pendukung', 'byorka']","['tp', 'yg', 'dukung', 'byorka', 'bukan', 'hacker', 'sj', 'sii', 'masyarakat', 'jg', 'cenderung', 'semuanya', 'pendukung', 'byorka']","['tp', 'yg', 'dukung', 'byorka', 'bukan', 'hacker', 'sj', 'sii', 'masyarakat', 'jg', 'cenderung', 'semuanya', 'pendukung', 'byorka']","['tp', 'yg', 'dukung', 'byorka', 'hacker', 'sj', 'sii', 'masyarakat', 'jg', 'cenderung', 'pendukung', 'byorka']"
yang di tangkep itu bukan bjorka tapi bijiorca,"['yang', 'di', 'tangkep', 'itu', 'bukan', 'bjorka', 'tapi', 'bijiorca']","['yang', 'di', 'tangkep', 'itu', 'bukan', 'bjorka', 'tapi', 'bijiorca']","['yang', 'di', 'tangkep', 'itu', 'bukan', 'bjorka', 'tapi', 'bijiorca']","['tangkep', 'bjorka', 'bijiorca']"
segala polisi yg ada di indonesia ini perlu sekolah lbh tinggi lagi untuk menangkap seorang hecker anak funk lagi ngamen di tangkap,"['segala', 'polisi', 'yg', 'ada', 'di', 'indonesia', 'ini', 'perlu', 'sekolah', 'lbh', 'tinggi', 'lagi', 'untuk', 'menangkap', 'seorang', 'hecker', 'anak', 'funk', 'lagi', 'ngamen', 'di', 'tangkap']","['segala', 'polisi', 'yg', 'ada', 'di', 'indonesia', 'ini', 'perlu', 'sekolah', 'lbh', 'tinggi', 'lagi', 'untuk', 'menangkap', 'seorang', 'hecker', 'anak', 'funk', 'lagi', 'ngamen', 'di', 'tangkap']","['segala', 'polisi', 'yg', 'ada', 'di', 'indonesia', 'ini', 'perlu', 'sekolah', 'lbh', 'tinggi', 'lagi', 'untuk', 'menangkap', 'seorang', 'hecker', 'anak', 'funk', 'lagi', 'ngamen', 'di', 'tangkap']","['polisi', 'yg', 'indonesia', 'sekolah', 'lbh', 'menangkap', 'hecker', 'anak', 'funk', 'ngamen', 'tangkap']"
komedi terlucu akhir tahun ladusing nangkep bjorka,"['komedi', 'terlucu', 'akhir', 'tahun', 'ladusing', 'nangkep', 'bjorka']","['komedi', 'terlucu', 'akhir', 'tahun', 'ladus', 'nangkep', 'bjorka']","['komedi', 'terlucu', 'akhir', 'tahun', 'ladus', 'nangkep', 'bjorka']","['komedi', 'terlucu', 'ladus', 'nangkep', 'bjorka']"
hacker itu sangat buas semakin dia ditantang semakin dia buas dari pada berantas hacker mending belajar berantas judol dulu yang jelas banyak didepan mata,"['hacker', 'itu', 'sangat', 'buas', 'semakin', 'dia', 'ditantang', 'semakin', 'dia', 'buas', 'dari', 'pada', 'berantas', 'hacker', 'mending', 'belajar', 'berantas', 'judol', 'dulu', 'yang', 'jelas', 'banyak', 'didepan', 'mata']","['hacker', 'itu', 'sangat', 'bua', 'semakin', 'dia', 'ditantang', 'semakin', 'dia', 'bua', 'dari', 'pada', 'beranta', 'hacker', 'mend', 'belajar', 'beranta', 'judol', 'dulu', 'yang', 'jela', 'banyak', 'didepan', 'mata']","['hacker', 'itu', 'sangat', 'bua', 'semakin', 'dia', 'ditantang', 'semakin', 'dia', 'bua', 'dari', 'pada', 'beranta', 'hacker', 'mend', 'belajar', 'beranta', 'judol', 'dulu', 'yang', 'jela', 'banyak', 'didepan', 'mata']","['hacker', 'bua', 'ditantang', 'bua', 'beranta', 'hacker', 'mend', 'belajar', 'beranta', 'judol', 'jela', 'didepan', 'mata']"
